r,tau,S0,K,P_mkt,log_K_S0,iv_market,vega,DTE,C_VOLUME,rel_spread
0.0005940847773685119,0.1233972602739726,264.03,245.0,26.575,-0.07480452250910301,0.42645256731250347,0.3136598047042565,45.04,67.0,0.009407337723424272
0.0005940847773685119,0.1233972602739726,264.03,247.5,24.85,-0.06465215104508493,0.4235329931528425,0.32496706904226436,45.04,31.0,0.008048289738430555
0.0005940847773685119,0.1233972602739726,264.03,250.0,23.200000000000003,-0.05460181519158352,0.42115052737189845,0.3353361180303249,45.04,398.0,0.008620689655172382
0.0005940847773685119,0.1233972602739726,264.03,252.5,21.6,-0.04465148433841547,0.418484172377334,0.3445244765210198,45.04,81.0,0.009259259259259226
0.0005940847773685119,0.1233972602739726,264.03,255.0,20.075,-0.03479918789540376,0.4162217091520332,0.35247074458256655,45.04,302.0,0.00747198007471973
0.0005940847773685119,0.1233972602739726,264.03,257.5,18.65,-0.025043012950039103,0.4149999645980157,0.35905327181676583,45.04,71.0,0.010723860589812294
0.0005940847773685119,0.1233972602739726,264.03,260.0,17.275,-0.015381102038302242,0.41337622026823123,0.36412816122659564,45.04,854.0,0.00868306801736626
0.0005940847773685119,0.1233972602739726,264.03,262.5,15.975000000000001,-0.005811651022151569,0.4120359788092887,0.36765586637403036,45.04,348.0,0.009389671361502368
0.0005940847773685119,0.1233972602739726,264.03,265.0,14.75,0.0036670929323922817,0.41097084181031146,0.36959849923080146,45.04,583.0,0.013559322033898256
0.0005940847773685119,0.1233972602739726,264.03,267.5,13.625,0.013056833282231279,0.41086262671021345,0.3699525916920905,45.04,201.0,0.011009174311926502
0.0005940847773685119,0.1233972602739726,264.03,270.0,12.524999999999999,0.022359225944544765,0.40970425340193606,0.3687405391557572,45.04,742.0,0.011976047904191647
0.0005940847773685119,0.1233972602739726,264.03,272.5,11.524999999999999,0.03157588104946874,0.40955758557455624,0.36602888015309976,45.04,112.0,0.013015184381778774
0.0005940847773685119,0.1233972602739726,264.03,275.0,10.625,0.04070836461274124,0.41048722166002594,0.3619565043485693,45.04,463.0,0.014117647058823396
0.0005940847773685119,0.1233972602739726,264.03,277.5,9.7,0.04975820013265932,0.40908412384166787,0.3563778878208925,45.04,27.0,0.02061855670103104
0.0005940847773685119,0.1233972602739726,264.03,280.0,8.925,0.0587268701154197,0.41028296690920435,0.34981644349149654,45.04,293.0,0.016806722689075668
0.0005940847773685119,0.1233972602739726,264.03,282.5,8.175,0.0676158175326657,0.4106529762562379,0.34207515490376084,45.04,64.0,0.018348623853211052
0.0005940847773685119,0.1233972602739726,264.03,285.0,7.525,0.07642644721482056,0.4124545532953328,0.3336716079210542,45.04,323.0,0.019933554817275677
0.0005390030797385943,0.21928767123287674,264.03,255.0,24.525,-0.03479918789540376,0.40626437513890223,0.4744645135310339,80.04,228.0,0.010193679918450561
0.0005390030797385943,0.21928767123287674,264.03,256.25,23.799999999999997,-0.029909202601211986,0.4049573334844209,0.47769387750410885,80.04,40.0,0.008403361344537787
0.0005390030797385943,0.21928767123287674,264.03,257.5,23.175,-0.025043012950039103,0.4054813595355597,0.4806554020922924,80.04,54.0,0.010787486515641855
0.0005390030797385943,0.21928767123287674,264.03,258.75,22.475,-0.020200388474251124,0.4041839149514655,0.4832915057646421,80.04,27.0,0.011123470522803113
0.0005390030797385943,0.21928767123287674,264.03,260.0,21.825,-0.015381102038302242,0.4036673306537275,0.4856281489138663,80.04,374.0,0.01145475372279496
0.0005390030797385943,0.21928767123287674,264.03,261.25,21.15,-0.010584929774809229,0.4023826946892334,0.48766027390320943,80.04,25.0,0.009456264775413678
0.0005390030797385943,0.21928767123287674,264.03,262.5,20.549999999999997,-0.005811651022151569,0.40238192428738645,0.4893727205488432,80.04,247.0,0.009732360097323568
0.0005390030797385943,0.21928767123287674,264.03,263.75,19.950000000000003,-0.001061048263553659,0.4021249176542931,0.49077277871308844,80.04,120.0,0.010025062656641567
0.0005390030797385943,0.21928767123287674,264.03,265.0,19.35,0.0036670929323922817,0.40161506582592676,0.4918619162172977,80.04,464.0,0.010335917312661461
0.0005390030797385943,0.21928767123287674,264.03,266.25,18.775,0.008372983969804924,0.4013623795507008,0.49263552224642737,80.04,112.0,0.013315579227696406
0.0005390030797385943,0.21928767123287674,264.03,267.5,18.200000000000003,0.013056833282231279,0.4008601403657788,0.4930993652840012,80.04,37.0,0.010989010989010948
0.0005390030797385943,0.21928767123287674,264.03,268.75,17.65,0.017718846388042577,0.40061704598166686,0.4932520066713497,80.04,24.0,0.01133144475920676
0.0005390030797385943,0.21928767123287674,264.03,270.0,17.1,0.022359225944544765,0.4001276334713056,0.4930969079210623,80.04,270.0,0.011695906432748496
0.0005390030797385943,0.21928767123287674,264.03,271.25,16.549999999999997,0.0269781718008393,0.3993931182149288,0.49263152977721525,80.04,17.0,0.012084592145015064
0.0005390030797385943,0.21928767123287674,264.03,272.5,16.075,0.03157588104946874,0.3999387027027127,0.4918884693217711,80.04,54.0,0.015552099533437015
0.0005390030797385943,0.21928767123287674,264.03,273.75,15.6,0.036152548076880536,0.40024584150757775,0.4908585970853707,80.04,28.0,0.012820512820512775
0.0005390030797385943,0.21928767123287674,264.03,275.0,15.075,0.04070836461274124,0.39929486655347696,0.48949351749768333,80.04,241.0,0.00995024875621893
0.0004703811634080021,0.29600000000000004,264.03,230.0,44.225,-0.13798342413063452,0.4372208793867479,0.44863811415325117,108.04,8.0,0.016958733747880157
0.0004703811634080021,0.29600000000000004,264.03,235.0,40.35,-0.11647721890967101,0.42523775401016484,0.47291145861298034,108.04,6.0,0.024783147459727383
0.0004703811634080021,0.29600000000000004,264.03,240.0,37.15,-0.09542380971183863,0.4246320148616925,0.49817896976476206,108.04,18.0,0.013458950201884253
0.0004703811634080021,0.29600000000000004,264.03,245.0,33.925,-0.07480452250910301,0.4202940745631142,0.5197065322156504,108.04,33.0,0.013264554163596044
0.0004703811634080021,0.29600000000000004,264.03,250.0,31.05,-0.05460181519158352,0.4195543328212697,0.5382669007104219,108.04,101.0,0.04830917874396135
0.0004703811634080021,0.29600000000000004,264.03,255.0,27.975,-0.03479918789540376,0.4121082610683608,0.5528621821566642,108.04,65.0,0.023235031277926796
0.0004703811634080021,0.29600000000000004,264.03,260.0,25.725,-0.015381102038302242,0.4165469198360973,0.5636782791144643,108.04,67.0,0.033041788143828875
0.0004703811634080021,0.29600000000000004,264.03,265.0,23.075,0.0036670929323922817,0.41087413250153476,0.5704372865387839,108.04,374.0,0.010834236186348862
0.0004703811634080021,0.29600000000000004,264.03,270.0,20.825,0.022359225944544765,0.4093614964978328,0.5730311093613505,108.04,35.0,0.0168067226890757
0.0004703811634080021,0.29600000000000004,264.03,275.0,18.75,0.04070836461274124,0.40807741850385887,0.5715936237805597,108.04,60.0,0.015999999999999848
0.0004703811634080021,0.29600000000000004,264.03,280.0,16.875,0.0587268701154197,0.4075484114435437,0.5663595785435405,108.04,83.0,0.014814814814814815
0.0004703811634080021,0.29600000000000004,264.03,285.0,15.2,0.07642644721482056,0.40790866657746366,0.5577332692603933,108.04,7.0,0.019736842105263087
0.0004703811634080021,0.29600000000000004,264.03,290.0,13.45,0.09381818992668968,0.40430252779436904,0.5451500471097406,108.04,122.0,0.052044609665427594
0.0004703811634080021,0.29600000000000004,264.03,295.0,12.225,0.11091262328598994,0.4078541335099463,0.5314274110985195,108.04,21.0,0.02044989775051125
0.0004703811634080021,0.29600000000000004,264.03,300.0,11.125,0.12771974160237112,0.4115859423442834,0.5160189405417261,108.04,209.0,0.0584269662921347
0.0004703811634080021,0.29600000000000004,264.03,305.0,9.85,0.14424904355358162,0.40969253175094383,0.49658019948307164,108.04,5.0,0.030456852791878247
0.0004703811634080021,0.29600000000000004,264.03,310.0,8.925,0.16050956442536204,0.4126741540972859,0.47802728488672663,108.04,112.0,0.03921568627450976
0.0004977462620706351,0.3726027397260274,264.03,227.5,48.45,-0.14891249466282488,0.4400027138609916,0.5069256693686341,136.0,2.0,0.010319917440660475
0.0004977462620706351,0.3726027397260274,264.03,230.0,46.75,-0.13798342413063452,0.4388245421618655,0.5205757477247701,136.0,28.0,0.01283422459893036
0.0004977462620706351,0.3726027397260274,264.03,235.0,43.25,-0.11647721890967101,0.4327374525403519,0.5453642611541554,136.0,11.0,0.011560693641618497
0.0004977462620706351,0.3726027397260274,264.03,240.0,40.0,-0.09542380971183863,0.42888050241340225,0.5684942842779783,136.0,192.0,0.0125
0.0004977462620706351,0.3726027397260274,264.03,245.0,36.95,-0.07480452250910301,0.42608835755233565,0.5890716807325482,136.0,4.0,0.016238159675236844
0.0004977462620706351,0.3726027397260274,264.03,250.0,33.875,-0.05460181519158352,0.4205139901301346,0.6064763210109874,136.0,243.0,0.007380073800738007
0.0004977462620706351,0.3726027397260274,264.03,255.0,31.174999999999997,-0.03479918789540376,0.4187745573961016,0.6208289444092934,136.0,40.0,0.014434643143544486
0.0004977462620706351,0.3726027397260274,264.03,260.0,28.75,-0.015381102038302242,0.4190374932302896,0.6316099692660551,136.0,323.0,0.024347826086956622
0.0004977462620706351,0.3726027397260274,264.03,265.0,26.25,0.0036670929323922817,0.415777989437981,0.6388576472644605,136.0,142.0,0.01904761904761905
0.0004977462620706351,0.3726027397260274,264.03,270.0,24.025,0.022359225944544765,0.4145695213898128,0.6424747030691105,136.0,235.0,0.018730489073881345
0.0004977462620706351,0.3726027397260274,264.03,275.0,21.95,0.04070836461274124,0.4134833154051957,0.6425783862018317,136.0,324.0,0.022779043280182234
0.0004977462620706351,0.3726027397260274,264.03,280.0,20.0,0.0587268701154197,0.41219084932482847,0.6392913920027965,136.0,69.0,0.019999999999999928
0.0004977462620706351,0.3726027397260274,264.03,290.0,16.6,0.09381818992668968,0.4112553335014896,0.6235484228124522,136.0,60.0,0.0240963855421688
0.0004977462620706351,0.3726027397260274,264.03,300.0,13.7,0.12771974160237112,0.41052743922810075,0.5973039359369743,136.0,131.0,0.021897810218978027
0.0004977462620706351,0.3726027397260274,264.03,305.0,12.45,0.14424904355358162,0.4107237313125903,0.5811905158565667,136.0,8.0,0.02409638554216859
0.0004977462620706351,0.3726027397260274,264.03,310.0,11.35,0.16050956442536204,0.4117820153107767,0.5638731100639589,136.0,301.0,0.026431718061674072
